size,time
8.0,0.003709816431999228
16.0,0.0037056846618652496
24.0,0.0037106399059295895
32.0,0.0037113855123520082
40.0,0.0037193707704544455
48.0,0.0037187768220901807
56.0,0.003720595073699958
64.0,0.0037241293907165746
72.0,0.0037246052265167517
80.0,0.003728584527969362
88.0,0.003729712414741502
96.0,0.003734045767784085
104.0,0.00373772153854366
112.0,0.0037413407087325623
120.0,0.003746405339241001
128.0,0.003748037862777667
136.0,0.0037529510736465338
144.0,0.003756371188163753
152.0,0.003763068079948422
160.0,0.003769502186775185
168.0,0.003771275353431695
176.0,0.0037732751131057656
184.0,0.0037793771505355784
192.0,0.003783443498611447
200.0,0.0037870231389999626
208.0,0.0037922118663787927
216.0,0.0037997120857238753
224.0,0.0038039213895797786
232.0,0.0038058377981185936
240.0,0.0038142944097518867
248.0,0.0038199918985366726
256.0,0.003824737906456012
264.0,0.003831861257553102
272.0,0.0038402415513992478
280.0,0.003842981338500988
288.0,0.0038514380216598866
296.0,0.0038582891464233725
304.0,0.003857944679260263
312.0,0.0038619982004165962
320.0,0.003865589904785155
328.0,0.003882040667533868
336.0,0.0038808558464050176
344.0,0.0038874341964721493
352.0,0.0038994923353195075
360.0,0.003906644272804237
368.0,0.003910901045799234
376.0,0.0039277778625488235
384.0,0.0039381603717804055
392.0,0.003944072365760814
400.0,0.003953076529502879
408.0,0.0039600112438201995
416.0,0.0039470472812652545
424.0,0.003953424072265634
432.0,0.003961645293235774
440.0,0.003969559693336485
448.0,0.003976154375076309
456.0,0.00397981357574464
464.0,0.0039915090560913085
472.0,0.003982785105705276
480.0,0.003981114053726204
488.0,0.003986978363990792
496.0,0.003992880821228051
504.0,0.003997856807708763
512.0,0.00399858260154726
520.0,0.004004703164100684
528.0,0.004014140868186967
536.0,0.004069855546951278
544.0,0.00408536052703858
552.0,0.004070000839233399
560.0,0.004093785452842701
568.0,0.0041134833097457996
576.0,0.004072031784057603
584.0,0.004133686065673842
592.0,0.004119585537910476
600.0,0.004117849516868587
608.0,0.004159713721275333
616.0,0.004137274980545052
624.0,0.004147085142135643
632.0,0.004195953369140614
640.0,0.004191064310073827
648.0,0.004213542008399975
656.0,0.004214725232124329
664.0,0.004214913439750668
672.0,0.0042456352710724034
680.0,0.004273893880844106
688.0,0.004281099295616166
696.0,0.004313832378387466
704.0,0.004331908440589907
712.0,0.0043155316829681534
720.0,0.004364866518974272
728.0,0.004364790010452251
736.0,0.004383083844184862
744.0,0.00442969164848328
752.0,0.004384333658218371
760.0,0.004404394507408129
768.0,0.004420303821563726
776.0,0.004451306033134462
784.0,0.004472116398811337
792.0,0.0045046412706375195
800.0,0.004499895429611199
808.0,0.004517263507843026
816.0,0.004541734457015986
824.0,0.004547010755538967
832.0,0.004605682682991019
840.0,0.004596539354324323
848.0,0.004607579445838921
856.0,0.004610514259338367
864.0,0.004627156090736396
872.0,0.004659820699691764
880.0,0.0046903925418853645
888.0,0.004734560990333568
896.0,0.004712260127067546
904.0,0.004710423731803857
912.0,0.004788424062728881
920.0,0.00479851791858672
928.0,0.004786984062194831
936.0,0.004833669614791871
944.0,0.004814635133743268
952.0,0.0048175247669219766
960.0,0.004812964010238641
968.0,0.0049116138696670385
976.0,0.004843229460716233
984.0,0.004892471051216115
992.0,0.004938117837905869
1000.0,0.004852598547935489
1008.0,0.004958646750450122
1016.0,0.004959191322326643
