name,time
translation1,0.01842674458026883
translation2,0.023729461789131042
reflection1,0.006059825801849339
reflection2,0.02273120658397669
rotate901,0.006108871245384201
rotate902,0.024953007054328867
rotate1801,0.019428712010383542
rotate1802,0.02285873878002169
